It No., Best MQ, No clusters, max clus, min clus
1,3.8272439322952785,28,5,2
2,3.4565279210481012,26,5,1
3,3.128435531072942,23,8,1
4,3.7065767752623087,31,9,2
5,3.368862372846354,32,5,2
6,3.4277308483570863,35,4,1
7,3.3485094308963372,25,5,2
8,3.1784702398358093,29,6,1
9,3.518451144954627,33,4,2
10,4.1484078523751515,28,4,2
11,2.705457437492163,28,5,2
12,3.5019956218329438,25,15,2
13,3.262239639032768,29,7,2
14,3.7729166986935656,30,8,2
15,3.762864066369319,29,5,2
16,3.7236785957391403,33,4,2
17,3.1862236105175694,23,7,1
18,3.5953818257641212,31,4,2
19,3.2455954018039233,25,10,1
20,2.9680830898264294,20,12,1
21,3.883627634210864,25,6,1
22,3.3724448622924723,32,4,2
23,3.5874399876499776,24,13,2
24,2.9111216314858477,23,9,1
25,3.608335047169914,33,4,2
26,3.750592720225669,34,13,1
27,3.4920354513809153,27,8,2
28,3.9230119110990613,27,11,1
29,3.108865173978053,33,7,1
30,3.4613598910185113,24,8,2
31,3.8577325996656775,22,8,2
