0: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
1: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
2: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
3: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
4: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
5: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
6: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
7: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
8: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
9: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
10: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
11: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
12: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
13: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
14: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
15: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
16: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
17: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
18: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
19: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
20: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
21: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
22: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
23: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
24: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
25: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
26: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
27: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
28: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
29: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
30: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
31: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
32: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
33: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
34: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
35: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
36: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
37: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
38: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
39: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
40: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
41: [[12, 14, 16, 6, 15], [3, 8, 2, 1, 4], [7, 10, 13, 5, 11, 9], [18, 19, 17, 20]]
