0: [[4, 9, 10], [5, 3, 1, 2], [8, 6, 11], [7, 12, 13]]
1: [[4, 9, 10], [5, 3, 1, 2], [8, 6, 11], [7, 12, 13]]
2: [[4, 9, 10], [5, 3, 1, 2], [8, 6, 11], [7, 12, 13]]
3: [[4, 9, 10], [5, 3, 1, 2], [8, 6, 11], [7, 12, 13]]
4: [[4, 9, 10], [5, 3, 1], [2, 8, 6, 11], [7, 12, 13]]
5: [[4, 9, 10], [5, 3, 1], [2, 8, 6, 11], [7, 12, 13]]
6: [[4, 9, 10], [5, 3, 1], [2, 8, 6, 11], [7, 12, 13]]
7: [[4, 9], [10, 5, 3, 1, 2], [8, 6, 11], [7, 12, 13]]
8: [[4, 9, 10], [5, 3], [1, 2, 8, 6, 11], [7, 12, 13]]
9: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11], [7, 12, 13]]
10: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11], [7, 12, 13]]
11: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11], [7, 12, 13]]
12: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11], [7, 12, 13]]
13: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11], [7, 12, 13]]
14: [[4, 9], [10, 5, 3, 1], [2, 8, 6, 11], [7, 12, 13]]
15: [[4, 9], [10, 5, 3, 1], [2, 8, 6, 11], [7, 12, 13]]
16: [[4, 9, 10, 5], [3, 1], [2, 8, 6, 11], [7, 12, 13]]
17: [[4, 9, 10, 5], [3, 1], [2, 8, 6, 11], [7, 12, 13]]
18: [[4, 9, 10, 5], [3, 1], [2, 8, 6, 11], [7, 12, 13]]
19: [[4, 9, 10], [5, 3], [1, 2, 8, 6], [11, 7, 12, 13]]
20: [[4, 9, 10], [5, 3], [1, 2, 8, 6], [11, 7, 12, 13]]
21: [[4, 9, 10], [5, 3, 1, 2], [8, 6, 11, 7], [12, 13]]
22: [[4, 9, 10, 5], [3, 1], [2, 8, 6], [11, 7, 12, 13]]
23: [[4, 9, 10, 5], [3, 1], [2, 8, 6], [11, 7, 12, 13]]
24: [[4, 9, 10, 5, 3], [1, 2], [8, 6], [11, 7, 12, 13]]
25: [[4, 9, 10, 5], [3, 1], [2, 8, 6, 11, 7], [12, 13]]
26: [[4, 9, 10, 5], [3, 1, 2], [8, 6, 11, 7], [12, 13]]
27: [[4, 9, 10, 5, 3], [1, 2, 8, 6], [11, 7], [12, 13]]
