0: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
1: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
2: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
3: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
4: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
5: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
6: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
7: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
8: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
9: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
10: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
11: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
12: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
13: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
14: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
15: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
16: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
17: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
18: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
19: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
20: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
21: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
22: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
23: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
24: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
25: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
26: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
27: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
28: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
29: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
30: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
31: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
32: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
33: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
34: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
35: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
36: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
37: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
38: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
39: [[19, 18, 15, 20], [13, 1, 6, 2], [16, 12, 11, 3], [9, 5, 7, 10], [8, 4, 14, 17]]
